dr_ndrugs,dr_kol,revenue,profit,abc_amount,abc_revenue,abc_profit,xyz
"НАТУРЕТТО МУЛЬТИВИТ. МАЛИНА 2,3Г. №17 (39Г.) ТАБ.ЖЕВ. [NATURETTO]",5.0,387.0,126.25999999999999,B,C,B,Z
"НАТУРИНО ЛЕДЕНЦЫ АПЕЛЬСИН+ВИТАМИНЫ 33,5Г./36,4Г. №8",3.0,216.0,64.32,B,C,C,
"НАТУРИНО ЛЕДЕНЦЫ ВИШНЯ+ВИТАМИНЫ 33,5Г./36,4Г. №8",1.0,87.0,30.369999999999997,C,C,C,
"НАТУРИНО ЛЕДЕНЦЫ КЛУБНИКА+ВИТАМИНЫ 33,5Г./36,4Г. №8",1.0,76.0,23.1,C,C,C,
"НАТУРИНО ЛЕДЕНЦЫ МАЛИНА+ВИТАМИНЫ 33,5Г./36,4Г. №8",5.0,379.0,122.35,B,C,B,Z
"НАТУРИНО ЛЕДЕНЦЫ ЧЕРН.СМОРОДИНА+ВИТАМИНЫ 33,5Г./36,4Г. №8",5.0,411.0,145.04,B,C,B,X
"НАТУРИНО ЛЕДЕНЦЫ ЯБЛОКО+ВИТАМИНЫ 33,5Г./36,4Г. №8",5.0,398.0,139.39,B,C,B,Z
НАФТАДЕРМ 10% 35Г. №1 ЛИНИМЕНТ ТУБА (НАФТАЛ.НЕФТИ),1.0,668.0,169.94,C,B,B,
"НАФТИЗИН 0,1% 15МЛ. НАЗАЛ.КАПЛИ ФЛ./КАП. /ГЕРТА/ГРОТЕКС/",3.0,143.76999999999998,30.849999999999998,B,C,C,
"НАФТИЗИН 0,1% 15МЛ. НАЗАЛ.КАПЛИ ФЛ./КАП. /ЛЕККО/",296.0,5265.18,1309.74,A,A,A,
"НАФТИЗИН 0,1% 15МЛ. НАЗАЛ.КАПЛИ ФЛ./КАП. /СЛАВЯНСКАЯ АПТЕКА/",582.0,5547.75,1434.9,A,A,A,
"НАФТИЗИН 0,1% 15МЛ. НАЗАЛ.СПРЕЙ ФЛ./КАП. /ЛЕККО/",18.0,588.0,85.81,A,B,C,Z
НАФТИФИН 1% 10МЛ. №1 Р-Р Д/НАРУЖ.ПРИМ. ФЛ. /ТУЛЬСКАЯ ФФ/,1.0,245.0,15.629999999999995,C,C,C,
НАФТИФИН 1% 20МЛ. №1 Р-Р Д/НАРУЖ.ПРИМ. ФЛ. /ТУЛЬСКАЯ ФФ/,1.0,737.0,147.91999999999996,C,B,B,
НАФТОДЕРИЛ 1% 10МЛ. №1 Р-Р Д/НАРУЖ.ПРИМ. ФЛ. /АТОЛЛ/КИРОВСКАЯ/,1.0,413.0,107.54000000000002,C,C,B,
НАШ ЛЕЦИТИН 350МГ. №90 КАПС.,1.0,427.0,19.24000000000001,C,C,C,
НАШ ЛЕЦИТИН №90 КАПС.,1.0,454.0,20.939999999999998,C,C,C,
НАШАТЫРНО-АНИСОВЫЕ КАПЛИ 25МЛ. №1 СПИРТ. Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ. /КИРОВСКАЯ ФФ/,3.0,314.0,90.09,B,C,C,
НАЯТОКС 20Г. №1 МАЗЬ Д/НАРУЖ.ПРИМ. ТУБА,5.0,1285.0,319.9,B,B,A,Z
НЕБИВОЛОЛ 5МГ. №28 ТАБ. /КАНОНФАРМА/,2.0,681.0,179.06,B,B,B,
НЕБИВОЛОЛ-СЗ 5МГ. №28 ТАБ. /СЕВЕРНАЯ ЗВЕЗДА/,4.0,1503.0,382.69999999999993,B,B,A,X
НЕБИВОЛОЛ-СЗ 5МГ. №56 ТАБ. /СЕВЕРНАЯ ЗВЕЗДА/,6.5,4032.0,807.845,A,A,A,
НЕБИВОЛОЛ-ТЕВА 5МГ. №28 ТАБ.,1.0,589.0,104.68,C,B,B,
НЕБИЛЕТ 5МГ. №28 ТАБ. /МЕНАРИНИ/,21.0,31080.01,6084.86,A,A,A,
"НЕВАНАК 0,1% 5МЛ. №1 ГЛ.КАПЛИ ФЛ./КАП.",4.0,3631.0,907.7700000000001,B,A,A,
НЕГА КРЕМ Д/МАССАЖА 75МЛ.,1.0,76.0,23.409999999999997,C,C,C,
НЕЗУЛИН КРЕМ-ГЕЛЬ П/ЗУДА И РАЗДРАЖЕНИЯ 30МЛ.,1.0,146.47,13.289999999999992,C,C,,
НЕЙРОБИОН №20 ТАБ. П/О,8.0,3452.0,775.8899999999999,A,A,A,Z
НЕЙРОДИКЛОВИТ №30 КАПС.,2.0,984.0,233.33999999999997,B,B,B,
"НЕЙРОМИДИН 15МГ/МЛ. 1МЛ. №10 Р-Р Д/В/М,П/К АМП. /ОЛАЙНФАРМ/",1.0,4131.0,1002.0500000000002,C,A,A,
НЕЙРОМИДИН 20МГ. №50 ТАБ. /ОЛАЙНФАРМ/,3.0,6475.0,1362.6999999999998,B,A,A,
НЕЙРОМУЛЬТИВИТ №20 ТАБ. П/П/О,2.0,777.0,138.8,B,B,B,
НЕЙРОМУЛЬТИВИТ №60 ТАБ. П/П/О,5.0,4791.0,932.8099999999998,B,A,A,Z
НЕЙРОУРИДИН 547МГ. №20 КАПС.,1.0,956.0,224.19000000000005,C,B,B,
НЕЙЧЕС БАУНТИ ЖИР ИЗ ПЕЧЕНИ НОРВЕЖСК. ТРЕСКИ №100 КАПС. [NATURE'S BOUNTY],1.0,885.0,243.71000000000004,C,B,B,
НЕЙЧЕС БАУНТИ ЛЕГКОДОСТУПНОЕ ЖЕЛЕЗО 18МГ. №60 КАПС. [NATURE'S BOUNTY],1.0,734.17,33.069999999999936,C,B,C,
НЕЙЧЕС БАУНТИ МАГНИЙ 500МГ. №100 ТАБ. [NATURE'S BOUNTY],1.0,1151.0,298.98,C,B,A,
НЕЙЧЕС БАУНТИ ОМЕГА 3 1000МГ. №50 КАПС. [NATURE'S BOUNTY],3.0,2463.0,89.55000000000007,B,A,C,
НЕКСИУМ 20МГ. №28 ТАБ. П/О /АСТРА ЗЕНЕКА/,10.0,2539.0,338.86000000000007,A,A,A,Z
НЕКСИУМ 40МГ. №28 ТАБ. П/О /АСТРА ЗЕНЕКА/,2.0,978.0,117.98000000000002,B,B,B,
НЕКСТ 400+200МГ. №10 ТАБ. П/П/О,7.0,1305.0,356.38,A,B,A,Z
НЕКСТ 400+200МГ. №20 ТАБ. П/П/О,3.0,960.0,246.99,B,B,B,
НЕКСТ АКТИВГЕЛЬ 5%+3% 50Г. №1 ГЕЛЬ Д/НАРУЖ.ПРИМ. ТУБА,2.0,909.0,248.29999999999995,B,B,B,
НЕКСТ УНО ЭКСПРЕСС 200МГ. №10 КАПС. /ОТИСИФАРМ/,5.0,753.0,105.96,B,B,B,
НЕКСТ УНО ЭКСПРЕСС 200МГ. №20 КАПС. /ОТИСИФАРМ/,2.0,580.0,78.37,B,B,C,
НЕМОЗОЛ 100МГ/5МЛ. 20МЛ. №1 СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ.,6.0,2074.35,503.37,A,A,A,
НЕМОЗОЛ 400МГ. №1 ТАБ. П/П/О,33.0,10756.0,2681.66,A,A,A,
НЕМОЗОЛ 400МГ. №5 ТАБ. П/П/О,4.0,5859.0,996.4899999999998,B,A,A,X
НЕМОЗОЛЬ КРЕМ Д/УДАЛЕНИЯ СУХ.МОЗОЛЕЙ 5Г.,1.0,76.0,25.86,C,C,C,
НЕМУЛЕКС 100МГ. 2Г. №10 ГРАН. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ПАК.,2.0,725.0,192.95,B,B,B,
НЕО-АНГИН ВИШНЯ №24 ТАБ. Д/РАСС. Б/САХ.,1.0,365.0,95.26999999999998,C,C,C,
НЕО-АНГИН №16 ТАБ. Б/САХ.,3.0,721.0,168.03,B,B,B,
НЕО-АНГИН №24 ТАБ. Д/РАСС. Б/САХ.,2.0,717.0,168.12,B,B,B,
НЕО-АНГИН №24 ТАБ. Д/РАСС. САХ.,2.0,467.0,95.33000000000001,B,C,C,
НЕО-АНУЗОЛ №10 СУПП. РЕКТ. /ДАЛЬХИМФАРМ/,4.0,325.0,86.19,B,C,C,
НЕОБУТИН 200МГ. №30 ТАБ.,18.0,10918.1,2138.2200000000003,A,A,A,Z
НЕОГАЛЕН СУСТАВИТ ФОРТЕ КРЕМ Д/ТЕЛА ХОНДРОИТИН+ГЛЮКОЗАМИН 125МЛ.,1.0,152.0,52.349999999999994,C,C,C,
НЕОТАНИН КРЕМ Д/ДЕТ. И ВЗРОС. 50Г. ТУБА,6.0,2559.0,714.1,A,A,A,
НЕОТАНИН ЛОСЬОН Д/ДЕТ. И ВЗРОС. 100МЛ. ФЛ.,1.0,490.75,108.13999999999999,C,B,B,
НЕОТАНИН СПРЕЙ Д/ДЕТ. И ВЗРОС. 100МЛ. ФЛ.,3.0,1332.0,360.56,B,B,A,
НЕОТАНИН ТРИАКТИВ ГЕЛЬ Д/ГУБ 10МЛ.,2.0,649.0,192.92,B,B,B,
НЕОТРАВИСИЛ МЕД+ЛИМОН №24 ПАСТИЛКИ [NEOTRAVISIL],2.0,537.0,176.04000000000002,B,B,B,
НЕОТРАВИСИЛ МЯТА №24 ПАСТИЛКИ [NEOTRAVISIL],2.0,479.0,136.5,B,C,B,
НЕОФИКС TXL ЛЕЙКОПЛАСТ. 2X500СМ. ТКАН. ПЛ. [NEOFIX],1.0,64.61,10.409999999999997,C,C,,
НЕРВОХЕЛЬ №50 ТАБ. СУБЛИНГВАЛЬНЫЕ,2.0,1272.0,289.68,B,B,A,
НЕРЕЙ 400МГ. №60 КАПС.,1.0,1120.0,40.47000000000003,C,B,C,
"НЕСОПИН 0,05% 20МЛ. №1 НАЗАЛ.СПРЕЙ ФЛ. /СИНТЕЗ/",3.0,690.0,163.76,B,B,B,
НЕСТИ ДАНТЕ МЫЛО ГЛИЦИНИЯ+СИРЕНЬ 250Г. [NESTI DANTE],1.0,628.0,126.04000000000002,C,B,B,
НЕСТИ ДАНТЕ МЫЛО ИНЖИР+МИНДАЛЬ 250Г. [NESTI DANTE],2.0,1116.12,310.81,B,B,A,
НЕСТИ ДАНТЕ МЫЛО КИПАРИС 250Г. [NESTI DANTE],1.0,629.0,126.33999999999997,C,B,B,
НЕСТИ ДАНТЕ МЫЛО ЛАВАНДА СРЕДИЗЕМНОМОРЬЕ 150Г. [NESTI DANTE],1.0,464.0,106.06,C,C,B,
НЕСТИ ДАНТЕ МЫЛО ЛАЙМ+МАНГУСТИН 250Г. [NESTI DANTE],1.0,635.0,144.43,C,B,B,
НЕСТИ ДАНТЕ МЫЛО ПОДСОЛНУХ+МЕД 125Г. [NESTI DANTE],1.0,198.0,52.27000000000001,C,C,C,
НЕСТИ ДАНТЕ МЫЛО РОМАНТИКА ЛИЛИЯ+НАРЦИСС 250Г. [NESTI DANTE],1.0,623.11,208.81,C,B,B,
НЕСТИ ДАНТЕ МЫЛО РОМАНТИКА ФЛОРЕНТИЙСКАЯ РОЗА+ПИОН 250Г. [NESTI DANTE],1.0,574.63,192.63,C,B,B,
НЕСТИ ДАНТЕ МЫЛО РОСКОШНОЕ КОНОПЛЯНОЕ 250Г. [NESTI DANTE],1.0,433.2,21.159999999999968,C,C,C,
НЕСТИ ДАНТЕ МЫЛО ЧЕРЕШНЯ+КРАСНЫЕ ЯГОДЫ 250Г. [NESTI DANTE],1.0,586.0,132.72000000000003,C,B,B,
НЕФРОМОН ПЛЮС СИРОП 100МЛ. ФЛ.,12.0,5181.0,882.02,A,A,A,
НЕФРОСАН 200МГ №30 КАПС.,1.0,383.0,87.44,C,C,C,
НЕФРОСТЕН 100МЛ. №1 Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ. /ЭВАЛАР/,1.0,427.0,99.86000000000001,C,C,B,
НЕФРОСТЕН №60 ТАБ. П/П/О /ЭВАЛАР/,5.0,2710.0,669.28,B,A,A,
НИВЕЯ ВОДА МИЦЕЛ. СМЯГЧ. 3В1 Д/СУХ. И ЧУВСТ. КОЖИ 400МЛ. [NIVEA],1.0,313.0,14.079999999999984,C,C,,
"НИВЕЯ ЛИП КЭЙР БАЛЬЗАМ Д/ГУБ SOS-ВОССТ. 4,8Г./6МЛ. [NIVEA]",1.0,199.0,64.74000000000001,C,C,C,
"НИВЕЯ ЛИП КЭЙР БАЛЬЗАМ Д/ГУБ КЛАССИКА/БАЗОВЫЙ УХОД 4,8Г. [NIVEA]",2.0,431.93,115.61000000000001,B,C,B,
"НИВЕЯ ЛИП КЭЙР БАЛЬЗАМ Д/ГУБ СИЯНИЕ ЖЕМЧУГА 4,8Г. СТИК [NIVEA]",1.0,189.0,54.74000000000001,C,C,C,
НИВЕЯ САН КРЕМ-ГЕЛЬ Д/ЛИЦА СОЛНЦЕЗАЩИТ. SPF-30 ЗАЩИТА И ЛЕГКОСТЬ 175МЛ. [NIVEA],1.0,748.0,205.55999999999995,C,B,B,
НИЗОРАЛ 20МГ/МЛ. 120МЛ. ШАМПУНЬ ФЛ.,8.0,8339.0,1535.1099999999997,A,A,A,Z
НИЗОРАЛ 20МГ/МЛ. 60МЛ. ШАМПУНЬ ФЛ.,4.0,3589.0,699.9500000000002,B,A,A,X
"НИКОРЕТТЕ 1МГ/ДОЗА 13,2МЛ. 150ДОЗ МЯТА №1 СПРЕЙ Д/СЛИЗ.ОБОЛ.ПОЛОСТИ РТА ФЛ.",3.0,3738.0,649.48,B,A,A,
"НИКОРЕТТЕ 1МГ/ДОЗА 13,2МЛ. 150ДОЗ МЯТА №2 СПРЕЙ Д/СЛИЗ.ОБОЛ.ПОЛОСТИ РТА ФЛ.-КОНТЕЙНЕРЫ",1.0,2313.0,432.54999999999995,C,A,A,
НИКОРЕТТЕ 2МГ. №15X2 (30) ЖЕВ.РЕЗИНКА СВЕЖАЯ МЯТА,2.0,1474.0,350.27,C,B,A,
НИКОРЕТТЕ 2МГ. №20 ТАБ. Д/РАСС. ФРУКТЫ,1.0,694.0,138.82000000000005,C,B,B,
НИКОРЕТТЕ 4МГ. №15X2 (30) ЖЕВ.РЕЗИНКА МОРОЗНАЯ МЯТА,2.0,1505.0,302.05000000000007,C,B,A,
НИКОРЕТТЕ 4МГ. №15X2 (30) ЖЕВ.РЕЗИНКА СВЕЖАЯ МЯТА,3.0,2491.0,587.16,B,A,A,
НИКОРЕТТЕ 4МГ. №15X2 (30) ЖЕВ.РЕЗИНКА СВЕЖИЕ ФРУКТЫ,8.0,6096.57,1130.3999999999999,A,A,A,Z
НИКОРЕТТЕ 4МГ. №20 ТАБ. Д/РАСС. П/П/О МЯТА,1.0,690.0,138.10000000000002,C,B,B,
НИКОРЕТТЕ 4МГ. №20 ТАБ. Д/РАСС. ФРУКТЫ,1.0,764.0,152.91999999999996,C,B,B,
НИКОТИНОВАЯ К-ТА 10МГ/МЛ. 1МЛ. №10 Р-Р Д/ИН. АМП. /ОРГАНИКА/,3.0,240.0,74.69999999999999,B,C,C,
НИКОТИНОВАЯ К-ТА 10МГ/МЛ. 1МЛ. №10 Р-Р Д/ИН. АМП. /ФАРМСТАНДАРТ-УФАВИТА/,14.0,1056.0,333.32,A,B,A,Z
НИКОТИНОВАЯ К-ТА 50МГ. №50 ТАБ. /ФАРМСТАНДАРТ-УФАВИТА/,11.0,683.0,222.95,A,B,B,Z
НИКОТИНОВАЯ К-ТА БУФУС 10МГ/МЛ. 1МЛ. №10 Р-Р Д/ИН. АМП. /RENEWAL/,10.0,1433.3899999999999,366.56,A,B,A,Y
НИКОТИНОВАЯ КИСЛОТА Д/ВОЛОС 5МЛ. №10 ТЮБ./КАП. /RENEWAL/,8.0,3327.58,689.88,A,A,A,Z
НИКОФЛЕКС 50Г. КРЕМ Д/НАРУЖ. ПРИМ. ТУБА,1.0,306.0,94.97999999999999,C,C,C,
НИКОФЛЕКС КРЕМ 50Г. ТУБА,3.0,958.0,311.72,B,B,A,
НИКСАР 20МГ. №10 ТАБ.,2.0,1486.0,394.73,B,B,A,
НИМЕСИЛ 100МГ. 2Г. №30 ГРАН. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ПАК. /ГУИДОТТИ/МЕНАРИНИ/,41.5666667,52614.143286,10386.069361535001,A,A,A,
НИМЕСИЛ 100МГ. 2Г. №9 ГРАН. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ПАК. /БЕРЛИН ХЕМИ/,1.0,602.0,139.16000000000003,C,B,B,
НИМЕСИЛ 100МГ. 2Г. №9 ГРАН. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ПАК. /ГУИДОТТИ/МЕНАРИНИ/,3.666667,2279.333543,527.4000485299999,B,A,A,
НИМЕСУЛИД 100МГ. 2Г. №30 ГРАН. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ПАК. /ЮЖФАРМ/,2.0,1104.74,47.75999999999999,B,B,C,
НИМЕСУЛИД 100МГ. №20 ТАБ. /РЕПЛЕКФАРМ/БЕРЕЗОВСКИЙ/,69.0,5608.43,1532.7,A,A,A,Y
НИМЕСУЛИД 100МГ. №30 ТАБ. /АВВА РУС/,7.0,610.85,76.74,A,B,C,
НИМЕСУЛИД-АКРИХИН 100МГ. №20 ТАБ. /АКРИХИН/,2.0,413.0,106.14000000000001,B,C,B,
НИМЕСУЛИД-ЛЕКТ 100МГ. №20 ТАБ. /ПАТЕНТ-ФАРМ/ТЮМЕНСКИЙ ХФЗ/,1.0,63.92,10.590000000000003,C,C,,
НИМЕСУЛИД-ТЕВА 100МГ. №20 ТАБ.,10.0,2057.48,554.5,A,A,A,Z
НИМУЛИД 1% 30Г. ГЕЛЬ Д/НАРУЖ.ПРИМ. ТУБА,3.0,943.0,142.48000000000005,B,B,B,
НИМУЛИД 100МГ. №10 ТАБ. ДИСПЕРГ.,1.0,260.0,60.80000000000001,C,C,C,
НИМУЛИД 100МГ. №20 ТАБ.,3.0,1085.0,257.74,B,B,B,
НИМУЛИД 100МГ. №20 ТАБ. ДИСПЕРГ.,1.0,461.0,82.19999999999999,C,C,C,
НИМУЛИД 100МГ. №30 ТАБ.,1.0,495.0,114.91000000000003,C,B,B,
НИМУЛИД 50МГ/5МЛ. 60МЛ. СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ. +МЕРН.СТАК.,2.0,540.0,152.39999999999998,B,B,B,
НИПЕРТЕН 10МГ. №30 ТАБ. П/П/О /KRKA/,1.0,231.0,40.849999999999994,C,C,C,
"НИПЕРТЕН 2,5МГ. №100 ТАБ. П/П/О /KRKA/",2.0,540.0,68.10999999999999,B,B,C,
"НИПЕРТЕН 2,5МГ. №30 ТАБ. П/П/О /KRKA/",2.0,265.0,38.10000000000001,B,C,C,
НИПЕРТЕН 5МГ. №100 ТАБ. П/П/О /KRKA/,3.0,1067.5,171.61,B,B,B,
НИПЕРТЕН 5МГ. №30 ТАБ. П/П/О /KRKA/,1.0,65.96,-67.46,C,C,,
НИСТАТИН 500000ЕД №10 СУПП. ВАГ. /БИОСИНТЕЗ/,5.0,898.0,131.84000000000003,B,B,B,
НИСТАТИН 500000ЕД №10 СУПП. ВАГ. /ТУЛЬСКАЯ/,2.0,362.0,98.89999999999998,B,C,B,
НИСТАТИНОВАЯ 100000 ЕД/Г 30Г. МАЗЬ Д/НАРУЖ.ПРИМ. ТУБА /БИОСИНТЕЗ/,10.0,1148.28,304.39,A,B,A,Z
"НИТРОГЛИЦЕРИН 0,5МГ. №40 ТАБ.СУБЛИНГВ.",2.0,102.0,9.159999999999997,B,C,,
"НИТРОГЛИЦЕРИН 0,5МГ. №40 ТАБ.СУБЛИНГВ. /МЕДИСОРБ/",1.0,60.0,12.0,C,C,,
"НИТРОГЛИЦЕРИН 0,5МГ. №40 ТАБ.СУБЛИНГВ. /ОЗОН/",4.0,197.0,36.91,B,C,C,
"НИТРОГЛИЦЕРИН 0,5МГ. №40 ТАБ.СУБЛИНГВ. /ФАРМСТАНДАРТ ЛЕКСРЕДСТВА/",19.0,1081.0,204.24999999999997,A,B,B,Z
НИТРОКСОЛИН 50МГ. №50 ТАБ. П/О /БИОСИНТЕЗ/,7.0,2063.7,347.9200000000001,A,A,A,Z
НИТРОКСОЛИН 50МГ. №50 ТАБ. П/О /ТАТХИМФАРМ/,3.0,919.0,223.72,B,B,B,
НИТРОКСОЛИН АВЕКСИМА 50МГ. №50 ТАБ. П/О /ИРБИТСКИЙ ХФЗ/,9.0,3456.0,1002.1200000000001,A,A,A,Z
НИТРОМИНТ 400МКГ/ДОЗА 180ДОЗ 10Г. СПРЕЙ ПОДЪЯЗЫЧ. БАЛЛОН /ЭГИС/,3.0,475.0,60.420000000000016,B,C,C,
НИТРОСОРБИД 10МГ. №60 ТАБ. /ФАРМАПОЛ-ВОЛГА/,2.0,69.0,12.68,B,C,,
"НИТРОСПРЕЙ 1% 0,4МГ/ДОЗА 10МЛ. 200ДОЗ СПРЕЙ ПОДЪЯЗЫЧ. ФЛ. /ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА/",7.0,784.0,80.98000000000002,A,B,C,Z
НИТРОФУНГИН-ТЕВА 1% 25МЛ. №1 СПИРТ. Р-Р ФЛ.,5.0,2313.0,500.29,B,A,A,
НИТРОФУНГИН-ТЕВА 25МЛ. №1 СПИРТ. Р-Р ФЛ.,1.0,487.0,108.57,C,C,B,
НИФЕДИПИН 10МГ. №50 ТАБ. П/П/О /ОЗОН/,10.0,399.0,59.45000000000002,A,C,C,Z
НИФЕКАРД ХЛ 30МГ. №30 ТАБ. П/П/О /ЛЕК/,2.0,391.0,43.01999999999998,B,C,C,
НИФЕКАРД ХЛ 30МГ. №60 ТАБ. П/П/О /ЛЕК/,2.0,787.0,126.10000000000002,B,B,B,
НИФУРАТЕЛ-СЗ 200МГ. №20 ТАБ. П/П/О,3.0,1587.0,366.2699999999999,B,B,A,
НИФУРОКСАЗИД 200МГ. №28 КАПС.,2.0,701.3199999999999,102.35999999999996,B,B,B,
НИЦЕРГОЛИН 10МГ. №30 ТАБ. П/О /АВВА РУС/,1.0,572.0,101.82,C,B,B,
НИЦЕРГОЛИН 10МГ. №30 ТАБ. П/П/О /ОБОЛЕНСКОЕ/,1.0,556.0,60.54000000000002,C,B,C,
НМ МАСЛО АВОКАДО 30МЛ. ФЛ. КОСМ. /НАТУРАЛЬНЫЕ МАСЛА/,5.0,397.0,120.64999999999998,B,C,B,
НМ МАСЛО АПЕЛЬСИН СЛАДКИЙ 10МЛ. ФЛ. ЭФИРНОЕ /НАТУРАЛЬНЫЕ МАСЛА/,3.0,130.27,38.56999999999999,B,C,C,
НМ МАСЛО ВАНИЛЬ 10МЛ. ФЛ. ЭФИРНОЕ /НАТУРАЛЬНЫЕ МАСЛА/,1.0,103.0,36.7,C,C,C,
НМ МАСЛО ГВОЗДИКА 10МЛ. ФЛ. ЭФИРНОЕ /НАТУРАЛЬНЫЕ МАСЛА/,1.0,64.0,20.560000000000002,C,C,C,
НМ МАСЛО ЖАСМИН 10МЛ. ФЛ. ЭФИРНОЕ /НАТУРАЛЬНЫЕ МАСЛА/,1.0,101.0,36.09,C,C,C,
НМ МАСЛО ИЛАНГ-ИЛАНГ 10МЛ. ФЛ. ЭФИРНОЕ /НАТУРАЛЬНЫЕ МАСЛА/,1.0,78.0,27.729999999999997,C,C,C,
НМ МАСЛО ЛАВАНДА 10МЛ. ФЛ. ЭФИРНОЕ /НАТУРАЛЬНЫЕ МАСЛА/,2.0,140.0,52.84,B,C,C,
НМ МАСЛО ЛИМОН 10МЛ. ФЛ. ЭФИРНОЕ /НАТУРАЛЬНЫЕ МАСЛА/,5.0,269.0,98.71,B,C,B,
НМ МАСЛО МЯТА 10МЛ. ФЛ. ЭФИРНОЕ /НАТУРАЛЬНЫЕ МАСЛА/,3.0,203.0,76.72,B,C,C,
НМ МАСЛО ПЕРСИКОВОЕ 30МЛ. ФЛ. КОСМЕТ. /НАТУРАЛЬНЫЕ МАСЛА/,1.0,60.0,22.560000000000002,C,C,C,
НМ МАСЛО ПИХТА 10МЛ. ФЛ. ЭФИРНОЕ /НАТУРАЛЬНЫЕ МАСЛА/,1.0,41.0,13.420000000000002,C,,,
НМ МАСЛО РАСТОРОПШИ СОЛНАТ 300МГ. №100 КАПС. /НАТУРАЛЬНЫЕ МАСЛА/,1.0,43.0,8.68,C,,,
НМ МАСЛО РЕПЕЙНОЕ С КРАПИВОЙ 100МЛ. ФЛ. КОСМ. /НАТУРАЛЬНЫЕ МАСЛА/,1.0,61.0,21.490000000000002,C,C,C,
НМ МАСЛО СЕМЯН ЛЬНА СОЛНАТ 250МЛ. ФЛ. КОСМ. /НАТУРАЛЬНЫЕ МАСЛА/,2.0,246.38,24.819999999999993,B,C,C,
НМ МАСЛО ЧАЙНОЕ ДЕРЕВО 10МЛ. ФЛ. ЭФИРНОЕ /НАТУРАЛЬНЫЕ МАСЛА/,3.0,222.0,85.15,B,C,C,
НМ МАСЛО ЭВКАЛИПТ 10МЛ. ФЛ. ЭФИРНОЕ /НАТУРАЛЬНЫЕ МАСЛА/,4.0,213.0,79.77000000000001,B,C,C,
"НО-ШПА 20МГ/МЛ. 2МЛ. №25 Р-Р Д/В/В,В/М АМП. /ХИНОИН/",0.6000000000000001,293.00000000000006,41.964,C,C,C,
"НО-ШПА 20МГ/МЛ. 2МЛ. №5 Р-Р Д/В/В,В/М АМП. /ХИНОИН/",7.0,735.65,129.76,A,B,B,Z
НО-ШПА 40МГ. №24 ТАБ. /ХИНОИН/,40.0,4588.94,722.62,A,A,A,Z
НО-ШПА 40МГ. №24 ТАБ. П/П/О /ХИНОИН/,5.0,777.48,206.47000000000003,B,B,B,
НО-ШПА 40МГ. №64 ТАБ. ФЛ. ДОЗАТОР /ХИНОИН/,58.0,11556.02,1739.7400000000002,A,A,A,
НО-ШПА ДУО 40МГ+500МГ. №12 ТАБ. /ХИНОИН/,1.0,265.0,71.78999999999999,C,C,C,
НО-ШПА ФОРТЕ 80МГ. №10 ТАБ. /ХИНОИН/,1.0,77.42,11.570000000000007,C,C,,
НО-ШПА ФОРТЕ 80МГ. №24 ТАБ. /ХИНОИН/,10.0,1720.0,254.04999999999995,A,A,B,Z
НОБАЗИТ 250МГ. №20 ТАБ. П/П/О,1.0,586.5,146.92000000000002,C,B,B,
НОБЕН 30МГ. №30 КАПС.,6.0,3780.0,633.1600000000001,A,A,A,Z
НОВАЛГИН 50МГ+200МГ+200МГ. №10 ТАБ. /ОЗОН/,3.0,732.0,184.4,B,B,B,
"НОВАРИНГ 0,015МГ.+0,120МГ./СУТКИ №1 КОЛЬЦО ВАГ. ПАК.",1.0,1779.0,389.69000000000005,C,A,A,
"НОВАРИНГ 0,015МГ.+0,120МГ./СУТКИ №1 КОЛЬЦО ВАГ. ПАК. +АППЛИКАТОР №1",1.0,1535.0,62.1400000000001,C,B,C,
"НОВАРИНГ 0,015МГ.+0,120МГ./СУТКИ №3 КОЛЬЦО ВАГ. ПАК. +АППЛИКАТОР №3",1.0,4049.0,448.3800000000001,C,A,A,
"НОВИГАН 400МГ+5МГ+0,1МГ. №20 ТАБ. П/П/О",5.0,1224.0,306.57,B,B,A,
НОВИГАН №10 ТАБ. П/П/О,3.0,460.4,76.40999999999995,B,C,C,
НОВИГАН №20 ТАБ. П/П/О,6.0,1513.0,415.35,A,B,A,
НОВИНЕТ 150МКГ+20МКГ. №21 ТАБ. П/О /ГЕДЕОН РИХТЕР/,3.0,2012.0,494.6700000000001,B,A,A,
НОВИНЕТ 150МКГ+20МКГ. №63 (21X3) ТАБ. П/О /ГЕДЕОН РИХТЕР/,0.666666,1187.9988119999998,241.87975812000002,C,B,B,
НОВО-ПАССИТ 100МЛ. №1 Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ.,10.0,3397.0,758.8100000000001,A,A,A,Z
НОВО-ПАССИТ 200МЛ. №1 Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ.,10.0,5489.0,1305.04,A,A,A,Z
